-0.4775802703,-3.180054481,-2.726029206
-0.4775802703,1.021118411,-2.726029206
-0.4775802703,1.021118411,-2.726029206
-0.4617152802,-0.02917481176,-2.726029206
-0.4736140228,-3.180054481,-2.726029206
-0.4022215675,0.4959717998,0.337272626
-0.3506603498,1.021118411,0.4765136183
-0.4696477753,-1.604614647,0.5461341145
-0.06509052867,-0.5543214234,-0.08045035115
-0.3863565774,-0.02917481176,0.1284111374
0.6765977568,-0.02917481176,0.4068931222
-0.3546265973,0.4959717998,0.7549956031
3.4014098,-0.02917481176,0.337272626
-0.1880442017,-0.02917481176,0.337272626
-0.2316729243,-0.02917481176,0.337272626
-0.2990991321,0.4959717998,0.2676521298
-0.4656815278,1.021118411,0.7549956031
-0.2197741818,-0.02917481176,0.1980316336
-0.4736140228,1.021118411,-2.726029206
5.570947191,-0.02917481176,0.337272626
-0.4498165377,0.4959717998,0.7549956031
-0.4180865576,0.4959717998,0.337272626
-0.3149641222,-0.02917481176,0.6157546107
-0.3823903299,-0.02917481176,0.4765136183
-0.4696477753,-0.02917481176,0.1980316336
-0.4775802703,-3.180054481,-0.4285528321
0.6845302518,0.4959717998,0.5461341145
-0.3546265973,0.4959717998,0.4765136183
-0.1840779541,0.4959717998,0.2676521298
1.993391932,-0.5543214234,0.4068931222
-0.39825532,-0.5543214234,0.7549956031
-0.4577490327,1.021118411,0.7549956031
-0.2554704094,0.4959717998,0.6157546107
-0.3268628647,1.021118411,0.7549956031
-0.3585928448,1.021118411,0.7549956031
-0.3228966172,0.4959717998,0.4068931222
-0.4379177952,0.4959717998,-0.6374143206
-0.1325167364,-0.5543214234,-0.01082985496
2.580396564,-0.02917481176,0.5461341145
-0.3387616073,-0.02917481176,0.4068931222
0.1133906095,-0.02917481176,0.4765136183
-0.4299853001,-0.5543214234,0.1284111374
-0.406187815,1.021118411,0.7549956031
2.247231773,-0.02917481176,0.4068931222
-0.2634029045,-0.5543214234,-0.01082985496
1.604699675,-0.02917481176,0.4068931222
-0.3863565774,0.4959717998,0.6853751069
0.02216691667,0.4959717998,0.6853751069
-0.2515041619,0.4959717998,0.7549956031
-0.4736140228,-0.02917481176,-0.01082985496
-0.4696477753,1.021118411,0.05879064122
-0.4736140228,0.4959717998,0.4765136183
-0.4696477753,-1.604614647,0.7549956031
-0.2792678945,0.4959717998,-0.1500708473
-0.4736140228,-3.180054481,-0.5677938245
0.1133906095,-0.5543214234,0.1980316336
-0.4577490327,-2.65490787,-0.776655313
-0.1959766967,0.4959717998,0.5461341145
-0.3387616073,-1.079468035,-1.124757794
-0.4775802703,1.021118411,0.7549956031
-0.4458502902,-1.604614647,-0.4285528321
-0.3466941023,-0.02917481176,-0.3589323359
-0.3704915874,-0.02917481176,0.05879064122
-0.4101540625,-0.5543214234,-1.124757794
-0.4736140228,1.021118411,-2.726029206
-0.2396054194,-1.079468035,0.2676521298
-0.4736140228,1.021118411,-0.08045035115
-0.4577490327,-0.5543214234,0.1284111374
-0.4260190526,0.4959717998,0.4765136183
-0.4775802703,1.021118411,-2.726029206
-0.4537827852,0.4959717998,0.2676521298
-0.09285426128,0.4959717998,0.6853751069
0.002335679093,0.4959717998,0.7549956031
-0.2594366569,-0.5543214234,0.7549956031
-0.4736140228,1.021118411,-0.1500708473
-0.4458502902,-0.02917481176,-0.08045035115
3.159468702,-0.02917481176,0.4068931222
-0.03336054855,-0.02917481176,0.5461341145
1.846640774,0.4959717998,0.5461341145
0.7440239645,-0.02917481176,0.4068931222
0.5139816086,-1.079468035,0.1980316336
0.02216691667,0.4959717998,0.6853751069
1.426218537,-0.02917481176,0.4068931222
-0.1087192513,-0.5543214234,0.1980316336
-0.4775802703,-1.079468035,-2.726029206
-0.152347974,0.4959717998,0.5461341145
-0.4775802703,1.021118411,0.5461341145
-0.4775802703,1.021118411,-0.2196913435
-0.4775802703,1.021118411,0.7549956031
-0.4696477753,1.021118411,0.7549956031