0.5837414923,0,0,0
0.9020418548,0,1,0
0.9252592074,0,1,0
0.2999173081,0.00262295082,0.75,0
0.05406780739,0.0006557377049,0,0
0.4001017747,0.01245901639,0.875,0.88
0.3515043572,0.02098360656,1,0.92
0.4470453533,0.00131147541,0.375,0.94
0.301952802,0.06819672131,0.625,0.76
0.07741237835,0.01508196721,0.75,0.82
0.7318236753,0.1908196721,0.75,0.9
0.3875707652,0.02032786885,0.875,1
0.3252973729,0.6413114754,0.75,0.88
0.2767635647,0.04786885246,0.75,0.88
0.2721200941,0.0406557377,0.75,0.88
0.3018891928,0.02950819672,0.875,0.86
0.4744609122,0.001967213115,1,1
0.5236308123,0.04262295082,0.75,0.84
0.3210991667,0.0006557377049,1,0
0.3786654793,1,0.75,0.88
0.9514661917,0.004590163934,0.875,1
0.3599007697,0.009836065574,0.875,0.88
0.4032186248,0.0268852459,0.75,0.96
0.2919661599,0.01573770492,0.75,0.92
0.2857324598,0.00131147541,0.75,0.84
0.2732014503,0,0,0.66
0.5079829527,0.1921311475,0.875,0.94
0.2984542968,0.02032786885,0.875,0.92
0.2731378411,0.04852459016,0.875,0.86
0.3703962852,0.4085245902,0.625,0.9
0.3957127409,0.0131147541,0.625,1
0.3300680618,0.003278688525,1,1
0.7192290567,0.03672131148,0.875,0.96
0.2737103238,0.02491803279,1,1
0.2917753324,0.01967213115,1,1
0.5063291139,0.02557377049,0.875,0.9
0.2835061383,0.006557377049,0.875,0.6
0.3296227975,0.05704918033,0.625,0.78
0.7753959672,0.5055737705,0.75,0.94
0.3009986642,0.02295081967,0.75,0.9
0.2719928758,0.09770491803,0.75,0.92
0.2750461167,0.007868852459,0.625,0.82
0.2905031487,0.01180327869,1,1
0.3059601807,0.4504918033,0.75,0.9
0.2701482094,0.03540983607,0.625,0.78
0.4416385726,0.3442622951,0.75,0.9
0.2945741365,0.01508196721,0.875,0.98
0.2894854017,0.08262295082,0.875,0.98
0.2679218879,0.03737704918,0.875,1
0.2859868965,0.0006557377049,0.75,0.78
0.5284015012,0.00131147541,1,0.8
0.2826156097,0.0006557377049,0.875,0.92
0.4121239107,0.00131147541,0.375,1
0.40983398,0.03278688525,0.875,0.74
1,0.0006557377049,0,0.62
0.7134406208,0.09770491803,0.625,0.84
0.3151199033,0.003278688525,0.125,0.56
0.2951466192,0.04655737705,0.875,0.94
0.5483111761,0.02295081967,0.5,0.46
0.4848292093,0,1,1
0.3941225113,0.005245901639,0.375,0.66
0.3146110298,0.02163934426,0.75,0.68
0.9709306024,0.01770491803,0.75,0.8
0.6686597545,0.01114754098,0.625,0.46
0.3220533045,0.0006557377049,1,0
0.3220533045,0.0393442623,0.5,0.86
0.3029069398,0.0006557377049,1,0.76
0.3135296737,0.003278688525,0.625,0.82
0.4473633993,0.008524590164,0.875,0.92
0.2931111252,0,1,0
0.4229374722,0.00393442623,0.875,0.86
0.9592265123,0.06360655738,0.875,0.98
0.3453978755,0.0793442623,0.875,1
0.5313275237,0.03606557377,0.625,1
0.3100947777,0.0006557377049,1,0.74
0.4397302971,0.005245901639,0.75,0.76
0.4088798422,0.6013114754,0.75,0.9
0.3008714458,0.07344262295,0.75,0.94
0.9186438522,0.3842622951,0.875,0.94
0.336301762,0.2019672131,0.75,0.9
0.9360091597,0.1639344262,0.5,0.84
0.4255454488,0.08262295082,0.875,0.98
0.2990903887,0.3147540984,0.75,0.9
0.7985497106,0.06098360656,0.625,0.84
0.4155588067,0,0.5,0
0.4270720692,0.0537704918,0.875,0.94
0.01882831881,0,1,0.94
0.6717129954,0,1,0.72
0.01450289422,0,1,1
0.0235990077,0.00131147541,1,1